专业,题目,链接,摘要,作者,导师,学校,发表时间,等级,关键词1,关键词2,关键词3,关键词4,下载量,被引数
统计学,随机波动率下带交易费用的脆弱期权定价?,http://cdmd.cnki.com.cn/Article/CDMD-10290-1019854894.htm,"由于场外交易监管的松散性,会导致期权多头遭受空头信用违约风险的可能增大。多头被同时暴露在市场风险和信用风险下,这种在场外交易的含有信用风险的期权称为脆弱期权,相对于传统的欧式期权,脆弱期权更加贴近现实。本...",杨佳会,周圣武,中国矿业大学,2019,硕士论文,脆弱期权,随机波动率,交易费用,投资组合,26,0
统计学,Elman网络对日总辐射曝辐量预估的应用研究?,http://cdmd.cnki.com.cn/Article/CDMD-10426-1019605815.htm,"随着能源危机日益临近,人类开始面临能源资源枯竭的问题。世界各国都在努力发展新能源技术,力求在新能源技术革新中抢占先机。太阳能素有清洁能源、安全能源之称,是今后世界的主要能源之一。实现对太阳能资源的有效利...",邹丽萍,张淑华,青岛科技大学,2019,硕士论文,Elman神经网络,改进Elman网络,日总辐射曝辐量,训练次数,26,0
统计学,基于混频数据模型的螺纹钢期货价格波动及其影响因素研究?,http://cdmd.cnki.com.cn/Article/CDMD-10403-1019210695.htm,"随着我国城镇化程度的加深,固定资产投资规模扩大,基础设施建设持续发展,钢铁产业成为我国经济发展的支柱产业,在国家发展进程中发挥重要作用。螺纹钢是钢材中具有代表性的一个品种,其价格波动带来的不确定性,会带来较...",王舒舒,何宜庆,南昌大学,2019,硕士论文,螺纹钢期货,GARCH-MIDAS模型,影响因素,,27,0
统计学,长江经济带省域城镇化水平对二氧化碳排放的影响研究?,http://cdmd.cnki.com.cn/Article/CDMD-11799-1019122543.htm,"随着温室气体大量排放导致的全球气候变暖危机的日益严重,气候问题引起了世界各国学者、政府乃至全社会的广泛关注。2000年以来,我国城镇化高速发展,成为拉动经济持续增长的重要动力。一方面,城镇化的发展有助于城镇产...",张北平,秦瑶,重庆工商大学,2019,硕士论文,城镇化,碳排放,静态面板模型,空间面板模型,27,0
统计学,基于贝叶斯网络的DBLP网站用户相似性研究?,http://cdmd.cnki.com.cn/Article/CDMD-10421-1019181658.htm,"随着移动设备和移动服务的高速发展,人们的日常生活与各种形式的在线社交网络也息息相关。每时每刻人们都在这里汇集并生成大量的数据,这些数据中蕴含着丰富的用户行为信息,因此对于这个巨大的数据源的研究是非常有意...",叶佳美,刘小惠,江西财经大学,2019,硕士论文,社交网络,用户相似性,贝叶斯网络,DBLP数据集,27,0
统计学,集聚因素的空间半径研究?,http://cdmd.cnki.com.cn/Article/CDMD-87903-1019045413.htm,"本文利用中国规模以上工业企业数据库中的微观企业数据,叠加企业所处位置的经纬度地理信息,基于DO方法对2003、2007和2011年中国工业企业空间集聚情况进行详尽分析。我们的主要结论是:①60.00%(2003)、63.83%(2007)和...",张晓嘉,韩清,上海社会科学院,2019,硕士论文,产业空间集聚,DO指数,马歇尔外部经济理论,辐射范围,27,0
统计学,区间删失数据的三参数威布尔矩估计和经验似然统计推断?,http://cdmd.cnki.com.cn/Article/CDMD-10190-1019907871.htm,"生存分析是研究生存现象和响应时间数据及其统计规律的一门学科。该学科在生物学、医学、保险学、可靠性工程学、人口学、社会学、经济学等方面都有重要应用。生存分析中主要研究的数据类型是删失数据,删失数据是指观...",王庆杰,李纯净,长春工业大学,2019,硕士论文,区间删失,威布尔分布,矩估计,部分线性模型,27,0
统计学,流动人口的收入分配影响因素统计分析?,http://cdmd.cnki.com.cn/Article/CDMD-10542-1019673751.htm,"在经济高速发展和城镇化、现代化进程不断提高的同时,地区间的差距也被不断拉大,因此,我国出现了大批的人口流动。规模庞大的流动人口对城市的发展做出了巨大的贡献。同时也为社会带来了一些弊端以及对现有的利益分配...",邹益玲,吴拥政,湖南师范大学,2019,硕士论文,流动人口收入,影响因素,多项Logit回归,倾向得分匹配,27,0
统计学,山西省国企改制有利于产值还是利润？?,http://cdmd.cnki.com.cn/Article/CDMD-10125-1019119360.htm,"国有企业所有制改革一直在稳步推进,山西省国有企业改革实施方案中提到的“三个一批”都与企业所有制改革相关。企业产值是企业占用社会资源而应有的回馈,而利润则是对资源利用效率最大化的体现,所以国有企业对产值和...",王瑜凤,李宝瑜,山西财经大学,2019,硕士论文,国企改制,得分倾向匹配倍差法,产值,利润,27,0
统计学,基于分层MC方法的汇率挂钩型理财产品定价问题研究?,http://cdmd.cnki.com.cn/Article/CDMD-10672-1019869534.htm,"理财产品的定价问题一直倍受国内外众多学者及金融业界人士的关注。瞬息万变的市场利率、汇率,难以预测的突发事件,及其各种复杂情形对金融理财产品及衍生品的定价方法提出了更多、更高的要求。在常用的金融衍生产品定...",陈云烁,姜晴琼,贵州民族大学,2019,硕士论文,挂钩型理财产品,蒙特卡洛模拟,分层MC,方差缩减技术,28,0
统计学,多分类代价敏感支持向量机的拓展与研究?,http://cdmd.cnki.com.cn/Article/CDMD-10621-1019836265.htm,"随着数据时代的发展,代价敏感的多分类问题受到越来越多的重视。现有的基于支持向量机模型的多分类算法可以大致分为两类,其一是组合多个二分类器,但是这类方法将每一类样本和其他类的样本独立开来,忽略了不同类别样本...",张颖超,张日权,华东师范大学,2019,硕士论文,多分类问题,支持向量机,正则项,泛化边界,28,0
统计学,基于极值理论的中国股票市场风险问题探究?,http://cdmd.cnki.com.cn/Article/CDMD-10635-1019913503.htm,本文分别从一元极值理论和多元极值理论的角度探讨了我国股票单一市场的风险度量和两个市场间极端情况波动关联性两个问题。第一部分主要基于一元极值理论对单一市场的风险进行度量。首先讨论基于独立同分布下随机序列...,蔡宗鹏,陈守全,西南大学,2019,硕士论文,极值理论,平稳序列,极值指标,VaR,28,0
统计学,过度自信的内部交易者在投机噪声交易中的交易行为及市场均...?,http://cdmd.cnki.com.cn/Article/CDMD-10200-1019841349.htm,"本文主要分析了在投机噪声交易市场中,过度自信的内部交易者的交易行为以及市场均衡性质,同时考虑内部交易者不同程度的过度自信对整个交易过程带来的影响,并与理性情况进行比较分析.其中投机噪声交易指的是市场中除了...",王梦菊,刘红,东北师范大学,2019,硕士论文,内部交易,投机噪声交易,异质先验信念,非对称信息,29,0
统计学,基于深度学习的台湾海峡及周边海域波浪预报研究?,http://cdmd.cnki.com.cn/Article/CDMD-10389-1019886100.htm,"海浪对人类的海上活动和近岸活动有着巨大的影响,甚至会造成人员与经济的损失。因此波浪高度的准确预报对人类进行航海、渔业、海上军事活动、海上作业、海上运动、沿海与近岸工程的规划与设计等相关活动至关重要。台...",高丽斌,张振昌,福建农林大学,2019,硕士论文,波浪预报,台湾海峡,深度学习,卷积神经网络,29,0
统计学,基于灰狼优化算法的鳞翅目昆虫图像识别研究?,http://cdmd.cnki.com.cn/Article/CDMD-10389-1019886101.htm,"鳞翅目昆虫对我国各类林种危害较为严重,人工识别昆虫种类费时费力,难以满足“早防治,少损失”的林业实际生产要求。本项目旨在研究如何综合应用统计信息技术和计算机视觉方法,对研究图像进行统计分析,获取反映图像中...",林达坤,黄世国,福建农林大学,2019,硕士论文,灰狼优化算法,纹理特征,特征选择,卷积神经网络,29,0
统计学,消费者食用油需求影响因素研究?,http://cdmd.cnki.com.cn/Article/CDMD-10446-1019078519.htm,"食品安全一直以来都是我国重要的社会问题,在食品市场中消费者与食用油生产企业基本上都是处于信息不对称的状态,消费者在获得食品质量安全信息方面基本上都是处于劣势地位,而食用油企业也缺乏对食用油消费市场的深入...",柯振华,徐迎军,曲阜师范大学,2019,硕士论文,食用油,购买决策,Heckman模型,二元logit模型,29,0
统计学,基于地区和社区视角的家庭消费不平等测度研究?,http://cdmd.cnki.com.cn/Article/CDMD-10125-1019119393.htm,"在经济新常态由投资驱动转向消费拉动的发展形势下,我国平均消费水平呈现出较快的增长趋势,消费升级从整体上改善人们的生活,提升了社会福利,但在消费升级的同时,由于我国收入差距较大、不同社会阶层结构的失衡,是否会...",田少娟,赵丽琴,山西财经大学,2019,硕士论文,消费不平等,分层模型,消费分层,,30,0
统计学,大样本线性混合效应模型的子抽样方法及其应用研究?,http://cdmd.cnki.com.cn/Article/CDMD-10009-1019152047.htm,"科学技术在过去十年的迅速发展带来了非常多的数据,一个主要挑战是计算资源的进步仍然远远落后于数据集的指数级增长。处理大规模数据集的一个普遍方法是子抽样。例如,在线性回归模型中利用经验的统计杠杆得分作为重要...",李媛,徐礼文,北方工业大学,2019,硕士论文,混合效应模型,子抽样,杠杆抽样,,30,0
统计学,基于符号统计量的非参数控制图?,http://cdmd.cnki.com.cn/Article/CDMD-10621-1019836274.htm,"在现在的统计过程控制中,控制图是监测过程最常使用的方法。许多参数控制图通常假设分布为正态分布,而在实际应用中,这种条件不能经常满足,需要在分布未知情况下监测数据流是否发生漂移。此外,很多控制图还要求每条数...",仲开心,濮晓龙,华东师范大学,2019,硕士论文,统计过程控制,多元符号统计量,CUSUM,分布自由,30,0
统计学,从众个体在网络囚徒困境博弈中的合作行为研究?,http://cdmd.cnki.com.cn/Article/CDMD-10689-1019052209.htm,"在人类社会发展的过程中,合作行为一直扮演着很重要的角色。特别是在科技、经济高度发达的情况下,社会的稳定和发展更离不开大量的大规模的合作行为。因此,合作行为的存在法则也成为了众多经济、社会、生物等领域学者...",胡凯鹏,石磊,云南财经大学,2019,硕士论文,合作,资源配置,演化博弈理论,博弈实验,31,0
统计学,重庆市气候变化与经济增长关系的研究?,http://cdmd.cnki.com.cn/Article/CDMD-11799-1019122549.htm,"气候作为人类活动中的一个重要因素,会对人类活动、社会经济产生重要影响,如南方与北方、东部与西部等气候不同的地区,其经济发展模式也不一样;而社会的生产活动也会反作用于气候,如酸雨、雾霾等恶劣天气的频繁发生。...",涂天菊,陈义安,重庆工商大学,2019,硕士论文,经济增长,典型相关分析,协整检验,季节时间序列模型,31,0
统计学,异质性偏好下的中国经济波动福利成本研究?,http://cdmd.cnki.com.cn/Article/CDMD-10271-1019126467.htm,"本论文分析了中国经济波动的福利成本,这是宏观经济学家关心的重要理论问题,本文将这个话题放在动态一般均衡模型的框架下进行讨论,同时将现实中消费者具有异质性引入模型中,通过数值分析和蒙特卡洛方法进行模拟,所推...",范晶晶,张耿,上海外国语大学,2019,硕士论文,经济波动,福利效应,异质性,DSGE模型,31,0
统计学,济南市移动营业厅短时到厅客流量预测研究?,http://cdmd.cnki.com.cn/Article/CDMD-10422-1019083233.htm,"作为中国移动的三个窗口之一,移动营业厅是中国移动直接面对客户的服务与销售终端,在宣传企业形象、营销移动业务、巩固市场等方面扮演重要角色。未来,随着社会的进步、消费升级和物联网的发展,移动营业厅需要作出转型...",董迪,嵇少林,山东大学,2019,硕士论文,ARIMA(p,d,q),灰色理论,31,0
统计学,一种估计高维协方差矩阵的新方法?,http://cdmd.cnki.com.cn/Article/CDMD-10445-1019102743.htm,"协方差是概率论和统计学中的基本概念,用于度量两个随机变量之间的相关关系.协方差矩阵则是协方差在多维上的推广,用于度量多个随机变量之间的相关关系,协方差矩阵在统计学领域的地位十分重要,尤其是在多元统计分析的...",李铭,赵强,山东师范大学,2019,硕士论文,协方差矩阵,条件独立性,高维,正态分布,32,0
统计学,随机神经网络预测模型构造与金融时间序列波动研究?,http://cdmd.cnki.com.cn/Article/CDMD-10004-1019214213.htm,"预测全球金融能源时间序列的波动已经成为经济和社会研究的焦点,为了提高金融能源价格预测的准确度,本文首先将随机时效函数与小波神经网络结合构建了随机时效小波神经网络模型。小波神经网络模型是一种能够实现强非线...",黄丽丽,王军,北京交通大学,2019,硕士论文,神经网络预测模型,金融价格波动,小波神经网络,多尺度复合复杂同步性,32,0
统计学,基于ELASTICSEARCH在企业大数据中的应用?,http://cdmd.cnki.com.cn/Article/CDMD-10036-1019229634.htm,"随着互联网的迅猛发展,公司业务不断拓展,相应业务数据、日志数据也随之飞速增长。业务数据量的不断增长,传统数据库对于大体量数据的多维度实时查询及统计显得越来越力不从心。日志数据的飞速增长,会出现存储及获取低...",周恒敏,熊巍,对外经济贸易大学,2019,硕士论文,大数据,搜索引擎,ElasticSearch,统计,32,0
统计学,基于深度学习集成模型的情感分析研究?,http://cdmd.cnki.com.cn/Article/CDMD-10385-1019626186.htm,"随着互联网的高速发展,以及互联网用户的爆炸式增长,网购逐渐融入人们的生活,尤其是近些年,网购甚至成为了人们的一种生活方式,在2018年中国网购用户规模约占网民总体的71%,正是由于如此大量网购用户的网购行为,使得在...",吴志伟,陈燕武,华侨大学,2019,硕士论文,情感分析,fasttext,深度学习,GRU,32,0
统计学,新外资企业进入对长三角区域制造业生产率的影响效应研究?,http://cdmd.cnki.com.cn/Article/CDMD-10299-1019893438.htm,"长江三角洲由于其经济快速增长和城市快速扩张,成为中国最发达的地区之一。我们可以发现,外资企业在该经济区域的投资流入显著增加。本研究试图探索,存在本土化经济条件下,新外资企业投资流入长三角地区是否是其生产力...",Omar,李芳林,江苏大学,2019,硕士论文,长三角,外商直接投资,本土化经济,全要素生产率,32,0
统计学,三次产业升级理论的适应性研究?,http://cdmd.cnki.com.cn/Article/CDMD-10484-1019842315.htm,"伴随着我国经济发展水平的提高以及国际经济一体化的不断深入,产业升级似乎已经成为我国当前经济发展亟待解决的问题。在三次产业升级理论的指导下,第三产业发展水平已经成为衡量地区经济发展阶段和水平的重要指标。各...",张颖,陈相成,河南财经政法大学,2019,硕士论文,三次产业升级理论,第三产业发展水平,经济发展水平,第三产业发展影响因素,32,0
统计学,惯性动捕数据驱动的智能下肢假肢运动意图识别方法研究?,http://cdmd.cnki.com.cn/Article/CDMD-10372-1019192420.htm,"假肢在残疾人的生活中起着至关重要的作用,大多数截肢患者通过佩戴假肢来解决行动障碍。智能下肢假肢不仅能够代替截肢患者失去肢体的部分功能,还能帮助患者恢复一定的生活自理能力和工作能力。人体运动意图识别在智能...",王婕,苏本跃,安庆师范大学,2019,硕士论文,运动意图识别,惯性传感器,转换模式,摆动相,33,0
统计学,响应变量缺失下线性和部分线性回归模型的异方差检验?,http://cdmd.cnki.com.cn/Article/CDMD-11660-1019069009.htm,"在实际应用中,数据缺失现象是普遍存在的。缺失数据给统计分析带来了诸多困难,如果忽略缺失项,只用完全观测到的数据进行统计推断,得到的结果可能与实际不符,所以对处理缺失数据的研究具有现实意义。回归模型是统计学...",胡悦,刘锋,重庆理工大学,2019,硕士论文,缺失数据,线性模型,部分线性模型,经验似然,33,0
统计学,矩阵型截面数据时间序列广义AR（p）模型理论研究及应用?,http://cdmd.cnki.com.cn/Article/CDMD-10621-1019836263.htm,"在经济、工业、生物、医药等多个领域中都存在由多个多维时间序列构成的截面数据为矩阵的时间序列,简称矩阵型截面数据时间序列。但是,现有的时间序列模型却只能够刻画一维或者多维的场景,无法从整体上研究多个变量的...",华楠,吴述金,华东师范大学,2019,硕士论文,矩阵型截面数据时间序列,AR模型,Kronecker积,梯度下降,33,0
统计学,经济泡沫与收入不平等关系的统计分析?,http://cdmd.cnki.com.cn/Article/CDMD-10542-1019673754.htm,"经济泡沫是一系列资产价格膨胀,即在一个连续过程中大幅度地上涨,使其市场价格远远超过其实际代表的价值,从而形成虚假繁荣和含有过多“泡沫”的经济总量。在当今的资产市场上,最大量买卖的上市资产集中在股票和房地产...",王姣,吴拥政,湖南师范大学,2019,硕士论文,经济泡沫,收入不平等,房地产泡沫,股市泡沫,33,0
统计学,随机噪声激励的几类典型非线性系统的动力学行为研究?,http://cdmd.cnki.com.cn/Article/CDMD-10058-1019097597.htm,"系统是自然界物质的普遍存在方式,研究系统的动力学行为有助于了解系统的内部规律及外部因素对系统的影响。近年来,有关随机力激励下的非线性系统的动力学行为的研究备受关注。本文对高斯色噪声和高斯白噪声激励的一维...",魏芳,郭永峰,天津工业大学,2019,硕士论文,Lévy噪声,二维非对称双稳系统,概率密度,随机共振,34,0
统计学,一种新的处理非均衡数据的非迭代核逻辑回归方法?,http://cdmd.cnki.com.cn/Article/CDMD-10358-1019131699.htm,"非均衡数据的分类问题广泛存在于金融、医疗、电信等领域,而传统的分类方法如决策树、支持向量机等存在对少数类识别不够准确的问题。本文针对严重非均衡数据提出一种非迭代核逻辑回归的学习方法,不仅减轻了由于迭代所...",余德美,崔文泉,中国科学技术大学,2019,硕士论文,核逻辑回归,非迭代方法,非均衡数据,迭代加权最小二乘,34,0
统计学,关于沈阳市房地产业的调查与研究?,http://cdmd.cnki.com.cn/Article/CDMD-10166-1019057516.htm,"随着中国经济的快速发展,异军突起的房地产业已成为我国经济的重要支柱产业。现房地产业已深入至我国的各行各业,在国民经济的体系链中没有任何一个行业可以替代它,其兴衰牵动着广大人民群众的神经。在如今的社会中,金...",王双,程丛电,沈阳师范大学,2019,硕士论文,调查研究,房地产业,使用面积,房价,34,0
统计学,云南省经济增长影响因素及空间溢出效应分析?,http://cdmd.cnki.com.cn/Article/CDMD-10689-1019052200.htm,"近年来,云南省经济总体保持平稳较快增长,供给侧结构性改革与产业结构调整取得初步成效。2017年云南省生产总值为16531.34亿元,比2016年增长了9.5个百分点。全省人均生产总值达到了34545元,比上年增长8.8个百分点。但...",梁会会,孟彦菊,云南财经大学,2019,硕士论文,经济增长,影响因素,空间溢出效应,,35,0
统计学,供需双侧下长三角省域间产业的空间关联性及其优化研究?,http://cdmd.cnki.com.cn/Article/CDMD-10359-1019185769.htm,"区域协同离不开产业间互动配合,优化产业结构是经济发展的永恒主题,也是中国未来一段时间内经济发展的“新常态”。长三角作为中国跨省域合作的先锋,在省域竞争愈演愈烈的局势下,迫切地需要协调省域间产业合理分工与布...",李蕾,李影,合肥工业大学,2019,硕士论文,长三角,产业结构,产业关联,产业结构优化,35,0
统计学,辽宁省技术创新对产业结构优化的影响分析?,http://cdmd.cnki.com.cn/Article/CDMD-10140-1019193425.htm,"技术创新是促进经济社会发展,推进产业结构优化的关键动力,产业结构优化是推动经济高质量发展的重要途径。近年来辽宁省经济水平持续下滑,经济环境萎靡,2016年辽宁省的经济水平已经滑落到全国末位,这种状况源于辽宁省...",柯姣,刘艳清,辽宁大学,2019,硕士论文,技术创新,产业结构优化,产业结构合理化,产业结构高级化,35,0
统计学,绿色化引领的中国“五化”协同区域比较研究?,http://cdmd.cnki.com.cn/Article/CDMD-10759-1019662478.htm,"党的十八大报告提出“四化”协同发展战略,为我国经济社会建设提供了系统科学的指导。2015年《关于加快推进生态文明建设的意见》第一次把“绿色化”概念归入我国现代化建设,落实了“四化同步”到“五化协同”的延展。...",周静,何剑,石河子大学,2019,硕士论文,“五化”,协同发展,区域差异,影响因素,35,0
统计学,离散型Z-numbers的不确定性度量及应用?,http://cdmd.cnki.com.cn/Article/CDMD-10357-1019130504.htm,"在不确定理论的研究中,模糊理论的研究举足轻重,模糊理论的形成与应用在很大程度上解决了许多复杂抽象的问题.然而,随着研究的深入探索与挖掘,经典的模糊集理论研究越来越具有其深度和广度.这时研究者们转而研究一种新...",彭颍,毛军军,安徽大学,2019,硕士论文,区间二型模糊集,Z-numbers,犹豫不确定语言型Z-numbers,几何度量,35,0
统计学,阈值主导下的跳跃扩散过程的极大似然估计?,http://cdmd.cnki.com.cn/Article/CDMD-10358-1019058042.htm,"1973年,BS期权定价模型被提出并且得到了广泛地应用,其中股票价格采用的是传统的几何布朗运动模型。后来,这一模型逐渐发展,含跳的扩散模型成为主流。这种模型跳的频率可能服从不同的过程,比如泊松计数过程,跳跃的幅度...",吴星星,程希骏,中国科学技术大学,2019,硕士论文,Merton跳跃扩散模型,双指数跳跃扩散模型,极大似然估计,跳跃阈值,35,0
统计学,体制转换模型下的运费期权的定价研究?,http://cdmd.cnki.com.cn/Article/CDMD-10621-1019836267.htm,"当今我国航运业的迅猛发展,随着而来的是航运衍生品的兴起和不断创新。上海多年来一直是世界上集装箱吞吐量排名第一的城市。为顺应发展的需求,我国提出上海出口集装箱运价指数(SCFI),运费期权也越来越受到学者的关注...",冯晨,汪荣明,华东师范大学,2019,硕士论文,运费期权,体制转换模型,跳跃-扩散过程,三叉树,35,0
统计学,面板数据分位数回归模型的诱导光滑估计?,http://cdmd.cnki.com.cn/Article/CDMD-10190-1019907867.htm,"本文将诱导光滑的思想引入到面板数据的分位数回归模型中。在固定效应模型中,同时构造了回归参数的点估计和渐近置信区间估计。由于经典估计方法的渐近方差中有未知参数,很难获得有效的置信区间估计,所以本文引入了一...",司贺,袁晓惠,长春工业大学,2019,硕士论文,诱导光滑估计,面板数据,分位数回归,置信区间,35,0
统计学,季度GDP核算及其与年度GDP衔接方法对比研究?,http://cdmd.cnki.com.cn/Article/CDMD-10475-1019195901.htm,"随着世界经济发展进程的逐步推进,社会运转秩序的不断完善,世界各国对宏观经济核算工作的要求也日益严格,不再仅仅满足于年度国民经济核算,能监控短期经济发展变化、预测经济拐点的季度GDP核算开始大放异彩。季度GDP是...",纪晓斐,杨凤娟,河南大学,2019,硕士论文,季度国民核算手册,季度GDP核算,季度GDP和年度GDP衔接方法,,36,0
统计学,阶层模型在教学质量增值评价中的比较研究?,http://cdmd.cnki.com.cn/Article/CDMD-10058-1019074878.htm,"长期以来,我国都以学生的考试成绩来衡量学校的教学质量,尤其是高中把高考升学率作为衡量学校教学质量的唯一标准,这是一种不科学的评价方式。增值评价是基于学生进步幅度的一种发展性评价,能够对学校的教学质量给予客...",万兵涛,汪晓银,天津工业大学,2019,硕士论文,教学质量,增值评价,阶层模型,双差法,36,0
统计学,基于模态回归的部分线性模型的参数估计及变量选择?,http://cdmd.cnki.com.cn/Article/CDMD-10488-1019051165.htm,"部分线性模型是一种重要的半参数统计模型,它包含参数和光滑连接函数两部分,它既具有普通线性模型的优点,又比线性模型更加灵活,因而在实际问题的统计建模中有着广泛的应用,学者们关于该模型的研究也有非常丰富的成果...",高佳佳,何晓霞,武汉科技大学,2019,硕士论文,模态回归,部分线性模型,EM算法,SCAD惩罚,36,0
统计学,多重贝叶斯网络结构学习?,http://cdmd.cnki.com.cn/Article/CDMD-10445-1019102745.htm,"概率图模型方法是统计领域中的有效研究工具之一.在图模型中,节点代表随机变量,节点之间的边反映了随机变量的关联性.图模型可以分为有向图和无向图.无向图被称为马尔科夫随机场,边的有无表示的是随机变量之间的条件独...",王琦,赵强,山东师范大学,2019,硕士论文,高斯有向图,贝叶斯网络,协方差矩阵,,36,0
统计学,武陵山片区驻村扶贫工作队扶贫成效满意度及影响因素研究?,http://cdmd.cnki.com.cn/Article/CDMD-10531-1019257899.htm,"精准扶贫是我国当前的一项重点工作,驻村扶贫工作队作为实现精准脱贫的重要力量,其工作成效的一个重要评价内容是当地贫困群众的满意度。武陵山片区作为国家级扶贫攻坚示范区,对该地区驻村扶贫工作队的扶贫成效满意度...",郭晓丹,舒晓惠,吉首大学,2019,硕士论文,武陵山片区,驻村扶贫工作队,扶贫成效满意度,偏最小二乘PLS路径模型,37,0
统计学,修正Logistic-RBF组合模型的构建及其在空气质量评价中的应...?,http://cdmd.cnki.com.cn/Article/CDMD-10421-1019181762.htm,"十九大报告中强调要持续进行空气污染防治攻坚行动,要打赢蓝天保卫战,并且努力使人民群众对美丽生态环境抱有更多获得感和幸福感。在这样的背景下,对空气环境质量进行有效地评估是对空气污染防治行动做出的积极响应,同...",张星灿,曹俊文,江西财经大学,2019,硕士论文,修正Logistic回归模型,RBF神经网络模型,组合模型,空气质量评价,37,0
统计学,基于LOWESS的函数系数自回归模型（FAR）优化及其在金融中的...?,http://cdmd.cnki.com.cn/Article/CDMD-11660-1019069012.htm,"金融序列的研究对于经济状况的分析和预判十分重要,特别是在股票、期货、基金、黄金等交易当中进行序列研究可以有效的分析出序列的特征状况,探索出序列中存在的前后联系,达到提前预测、规避风险的目的。但是如今的金...",梁昌海,苏理云,重庆理工大学,2019,硕士论文,金融序列,Hurst指数,FAR模型,LOWESS平滑,37,0
统计学,门限ARMA模型的贝叶斯估计?,http://cdmd.cnki.com.cn/Article/CDMD-10290-1019603860.htm,"门限ARMA模型是十分重要的时间序列模型,在经济、金融等领域都有重要的应用价值。门限ARMA模型参数的传统极大似然估计方法没有考虑参数的先验信息和样本的后验分布存在一些不足。贝叶斯估计方法是目前参数估计方面比...",王佩,李金玉,中国矿业大学,2019,硕士论文,TARMA模型,贝叶斯估计,Metropolis-Hastings算法,Gibbs抽样,37,0
统计学,均值变点的两阶段估计?,http://cdmd.cnki.com.cn/Article/CDMD-10602-1019848632.htm,"变点问题是统计学中比较热门的一个研究方向,广泛应用于金融、经济、地质、气候、生物医学、图像处理、信号去噪等领域,理论和实际中都得到许多学者的重视。这类问题中最为简单的是均值变点问题,同时它也是其他参数变...",黄新程,张军舰,广西师范大学,2019,硕士论文,均值变点,LASSO估计,两阶段估计方法,,37,0
统计学,基于不同类型数据的聚类算法研究?,http://cdmd.cnki.com.cn/Article/CDMD-10108-1019238263.htm,"聚类分析是一种无监督的学习方式,是数据挖掘的重要途径之一,也是统计机器学习、模式识别的重要研究方向之一.目前,针对数值型数据的聚类研究已取得丰硕的成果,而实际应用中,存在大量的分类型或混合型数据.因此,研究不...",张苗苗,李顺勇,山西大学,2019,硕士论文,聚类算法,矩阵对象数据,相异性度量,类中心,38,0
统计学,敏感性问题调查方法的实证研究与新设计?,http://cdmd.cnki.com.cn/Article/CDMD-10614-1019850577.htm,"互联网飞速发展后的现代社会,充斥着复杂多变的信息,利用社会调查可以对社会信息进行收集和处理,更加科学高效地认识社会。而大部分社会问题不需要也不方便对全体成员进行调查,使用抽样调查可以抽取样本的统计值去估计...",宋颖潇,吕恕,电子科技大学,2019,硕士论文,敏感性问题,非随机化应答技术,分层抽样,整群抽样,38,0
统计学,我国高等教育生产率的测度及其影响因素分析?,http://cdmd.cnki.com.cn/Article/CDMD-10475-1019195906.htm,"近几年来,国家越来越重视高等教育的发展。自2015年提出“双一流”建设以来,“双一流”一直是牵动高校发展的关键。“双一流”建设是国家做出的重大战略决策,也是中国高等教育邻域继“985工程”、“211工程”又一国家...",王亚楠,王志标,河南大学,2019,硕士论文,高等教育,全要素生产率,Malmquist指数法,空间计量模型,38,0
统计学,中国高技术产业创新绩效及其影响因素研究?,http://cdmd.cnki.com.cn/Article/CDMD-10336-1019023045.htm,"基于两阶段视角,论文首先运用基于松弛变量的数据包络分析模型(SBM)对2005—2016年中国29个省域高技术产业的研发绩效与成果转化绩效动态变化趋势和省域差异进行量化研究,并利用探索性空间数据分析(ESDA)方法中的全局...",黄雅娟,张雪玲,杭州电子科技大学,2019,硕士论文,创新绩效,空间数据分析,删失面板模型,,38,0
统计学,自适应局部多项式回归模型?,http://cdmd.cnki.com.cn/Article/CDMD-10357-1019130507.htm,"传统的局部多项式回归模型(LOPO)因其直观,计算方便且有完整理论研究等优良性质而被广泛应用.在样本点等间隔分布且误差项独立同分布的情况下,其有很好的估计结果.但实际情况不一定满足以上条件,例如当自变量非均匀分...",何云飞,杨联强,安徽大学,2019,硕士论文,局部多项式,带宽,核,Manhattan距离,38,0
统计学,混合Filter和Wrapper的特征选择算法在IDS中的应用?,http://cdmd.cnki.com.cn/Article/CDMD-10389-1019886097.htm,"作为网络安全技术的补充方式,入侵检测系统(Intrusion Detection System,IDS)弥补了传统安全技术难以有效地应对当前网络安全所面临的严峻局面。IDS可以检测到网络中存在的攻击和入侵行为,通过分析从若干个关键节点收...",陈永乐,钟一文,福建农林大学,2019,硕士论文,特征选择,入侵检测系统,Filter,Wrapper,38,0
统计学,认证标签和品牌的消费者偏好及其交互效应：食品安全的视角?,http://cdmd.cnki.com.cn/Article/CDMD-10446-1019078518.htm,"1995年,我国颁布并开始实施了《食品卫生法》,自此,我国政府便不断完善食品安全的监督管理工作,虽然取得了不少成效,食品安全的总体状况也得到了显著改善,但食品安全事故仍然屡见不鲜。特别是2008年至今,我国的食品安...",吕珊珊,尹世久,曲阜师范大学,2019,硕士论文,认证标签,品牌,消费者偏好,BDM拍卖实验,38,0
